week_ending,week_number,weekly_gross,avg_ticket_price,seats_in_theatre,performances,year,month,holiday_week,Tony_Award
2014-08-17,12,990003,98.13,1409,8,2014,August,0,0
2018-08-26,13,2342740.58,199.94,1446,8,2018,August,0,0
2018-10-14,20,1125197,131.93,1046,8,2018,October,0,0
2018-07-08,6,2493708,183.79,1696,8,2018,July,0,0
2016-04-17,47,930052,91.53,1679,8,2016,April,0,0
2011-03-13,42,508202,60.73,1709,8,2011,March,0,0
2018-11-18,25,540180,95.73,1045,8,2018,November,0,0
2016-02-07,37,472198.23,68.9,1057,8,2016,February,0,0
2014-04-20,47,1689905,193.09,1066,8,2014,April,0,0
2019-04-28,48,1062196.5,122.49,1047,8,2019,April,0,0
2017-01-01,32,1778189,162.38,1228,9,2017,January,1,0
2014-06-29,5,887879,95.83,1311,8,2014,June,1,1
2012-01-15,33,790802,77.15,1797,8,2012,January,0,0
2013-05-19,51,956177,105.58,1228,8,2013,May,0,0
2010-12-26,31,228582,61.15,790,8,2010,December,1,0
2014-11-09,24,512646,78.87,918,8,2014,November,0,0
2012-03-04,40,381600,88.21,583,8,2012,March,0,0
2017-04-30,49,852730.1,91.37,1523,8,2017,April,0,0
2010-05-16,51,152021,61.1,589,8,2010,May,0,0
2018-09-02,14,660291.7,84.43,1080,8,2018,September,0,0
2017-08-13,12,2217271.29,189.85,1446,8,2017,August,0,0
2018-02-04,37,569912.92,73.93,1523,8,2018,February,0,0
2011-07-10,6,676804,72.75,1422,8,2011,July,0,0
2014-06-08,2,617990,82.92,1516,8,2014,June,0,1
2015-01-18,34,724649,80.61,1409,8,2015,January,0,0
2010-02-07,37,304479,62.61,650,8,2010,February,0,0
2013-07-28,9,425397,94.91,583,8,2013,July,0,0
2019-02-03,36,343830.3,76,637,8,2019,February,0,0
2019-07-07,6,650101.5,88.04,1380,8,2019,July,0,0
2018-10-07,19,745372.4,89.22,1523,8,2018,October,0,0
2014-01-19,34,538818,76.28,1166,8,2014,January,0,0
2011-03-13,42,721811,81,1519,8,2011,March,0,0
2017-06-04,2,2031825,150.68,1696,8,2017,June,0,1
2012-05-27,52,878715,71.11,1797,8,2012,May,0,0
2018-02-25,40,1736760.76,217.31,984,8,2018,February,0,0
2012-10-28,22,1047792,100.35,1930,7,2012,October,0,0
2012-05-20,51,409148,70.02,951,8,2012,May,0,0
2013-02-10,37,850309,106.86,1058,8,2013,February,0,0
2012-04-29,48,302416,57.07,1064,8,2012,April,0,0
2018-01-07,33,770783.65,99.44,1044,8,2018,January,0,0
2010-05-02,49,1034232,111.97,1228,8,2010,May,0,0
2014-08-10,11,779352,122.66,893,8,2014,August,0,0
2011-01-23,35,425058,66.11,1079,8,2011,January,0,0
2019-06-16,3,1099441.92,89.73,1605,8,2019,June,0,1
2017-10-29,23,2019366,148.96,1696,8,2017,October,0,0
2015-05-10,50,788386,79.81,1605,8,2015,May,0,0
2011-09-18,16,1479369,106.73,1809,8,2011,September,0,0
2011-10-30,22,1370573,105.82,1930,8,2011,October,0,0
2016-11-20,26,870123.93,86.36,1432,8,2016,November,1,0
2014-11-30,27,1314521,127.71,1424,8,2014,November,1,0
2012-06-24,4,247348,55.68,1079,8,2012,June,1,1
2014-02-09,37,618954,95.44,1228,8,2014,February,0,0
2019-08-25,13,1870181.21,160.67,1435,8,2019,August,0,0
2019-04-28,48,932390.5,124.83,960,8,2019,April,0,0
2014-08-31,14,608962,81.76,990,8,2014,August,0,0
2017-05-21,52,618912.1,89.12,1033,8,2017,May,0,0
2011-07-31,9,374950,51.48,1737,8,2011,July,0,0
2011-01-16,34,936316,97.78,1519,8,2011,January,0,0
2018-07-01,5,937089.5,82.75,1610,8,2018,July,1,0
2013-09-15,16,97659,35.69,702,7,2013,September,0,0
2019-12-22,30,610476.01,97.15,1080,8,2019,December,0,0
2018-06-24,4,870993.36,129.32,1054,7,2018,June,1,1
2019-06-16,3,273012.76,49.09,770,8,2019,June,0,1
2011-01-30,36,962259,108.56,1228,8,2011,January,0,0
2011-09-11,15,644832,75.46,1615,8,2011,September,1,0
2010-11-21,26,466633,81,997,8,2010,November,1,0
2016-01-24,35,391901.05,86.84,1176,6,2016,January,0,0
2017-03-05,41,2835098.5,264.1,1321,8,2017,March,0,0
2015-01-18,34,987374,89.43,1432,8,2015,January,0,0
2013-05-05,49,789592,106.56,1059,8,2013,May,0,0
2014-05-25,52,198844,64.9,802,8,2014,May,0,0
2016-05-08,50,1397673.5,103.16,1727,8,2016,May,0,0
2015-08-09,11,2333537,171.98,1696,8,2015,August,0,0
2014-05-25,52,918720,104.45,1311,8,2014,May,0,0
2016-08-07,11,2062862,191.79,1321,8,2016,August,0,0
2016-07-03,6,1000312.4,85.15,1896,8,2016,July,0,0
2015-09-13,16,1472236,101.05,1926,8,2015,September,0,0
2017-01-08,33,743142.19,92.67,1080,8,2017,January,0,0
2018-08-19,12,1451802,108.64,1727,8,2018,August,0,0
2016-05-08,50,432743.5,104.63,576,8,2016,May,0,0
2012-03-25,43,857334,77.85,1797,8,2012,March,0,0
2010-03-28,44,867611,76.55,1615,8,2010,March,0,0
2019-10-20,21,2133723,160.32,1696,8,2019,October,0,0
2017-07-16,8,766447.5,102.6,1045,8,2017,July,0,0
2011-10-23,21,789727,98.85,1065,8,2011,October,0,0
2011-01-23,35,698848,70.8,1470,8,2011,January,0,0
2012-04-01,44,912570,80.87,1797,8,2012,April,0,0
2015-10-04,19,857083,83.95,1605,8,2015,October,0,0
2018-02-04,37,521851.5,88.84,1004,7,2018,February,0,0
2018-09-30,18,250249.15,69.55,963,8,2018,September,0,0
2013-02-17,38,303874,77.26,780,7,2013,February,0,0
2019-10-20,21,2788638,259.75,1324,8,2019,October,0,0
2017-12-17,30,722232.9,87.75,1475,8,2017,December,0,0
2019-03-10,41,1743799.5,130.49,1696,8,2019,March,0,0
2010-05-02,49,482479,85.33,1041,8,2010,May,0,0
2011-05-22,52,546441,79.14,941,8,2011,May,0,0
2019-12-22,30,1075840.13,127.21,1046,8,2019,December,0,0
2015-07-19,8,1111321,91.88,1667,8,2015,July,0,0
2014-04-13,46,917392,119.62,1026,8,2014,April,0,0
2015-12-13,29,898499,101.47,1504,8,2015,December,0,0
2012-07-22,8,546647,90.12,1335,8,2012,July,0,0
2012-02-12,37,656165,78.7,1424,8,2012,February,0,0
2018-03-18,43,653823.1,83.94,1044,8,2018,March,0,0
2018-09-16,16,820256.5,89.93,1470,8,2018,September,0,0
2019-03-03,40,1214017.9,100.08,1684,8,2019,March,0,0
2018-07-22,8,1572867.7,158.84,1225,8,2018,July,0,0
2017-11-05,24,706998.5,80.85,1375,8,2017,November,0,0
2016-01-03,32,1556824,120.25,1432,9,2016,January,1,0
2019-07-28,9,1422375,109.62,1622,8,2019,July,0,0
2017-01-22,35,1037308.2,111.18,1178,8,2017,January,0,0
2012-01-15,33,460423,86.5,804,8,2012,January,0,0
2012-04-29,48,558173,89.49,1335,8,2012,April,0,0
2018-01-28,36,1269331.5,93.95,1727,8,2018,January,0,0
2010-04-18,47,1179397,105.36,1421,8,2010,April,0,0
2013-04-14,46,959091,79.51,1455,1,2013,April,0,0
2016-02-21,39,458553.45,81.68,1080,8,2016,February,0,0
2014-08-17,12,506840,113.85,682,7,2014,August,0,0
2010-05-09,50,1529199,106.94,1809,8,2010,May,0,0
2012-01-15,33,667231,74.25,1689,8,2012,January,0,0
2019-04-21,47,1032437.7,121.04,1046,8,2019,April,0,0
2018-07-08,6,2192011,168.93,1622,8,2018,July,0,0
2011-04-10,46,305499,56.62,1058,8,2011,April,0,0
2016-05-01,49,344594.4,69.56,740,6,2016,May,0,0
2014-01-12,33,1679996,115.38,1869,8,2014,January,0,0
2017-04-09,46,978840.7,115.36,1046,8,2017,April,0,0
2018-10-28,22,205599.75,59.92,963,8,2018,October,0,0
2015-01-25,35,1001877,101.3,1424,8,2015,January,0,0
2011-12-04,27,740283,86.26,1689,8,2011,December,1,0
2014-05-25,52,1881975,122.88,1928,8,2014,May,0,0
2010-04-18,47,497664,78.74,804,8,2010,April,0,0
2018-10-28,22,1184426,147.81,1069,8,2018,October,0,0
2018-07-08,6,935102.6,91.34,1523,8,2018,July,0,0
2012-07-29,9,602970,65.63,1470,8,2012,July,0,0
2016-08-21,13,1575605,124.78,1807,8,2016,August,0,0
2010-04-18,47,1378187,105.08,1677,8,2010,April,0,0
2012-07-22,8,358048,76.02,951,8,2012,July,0,0
2018-04-01,45,2110431.5,136.04,1727,9,2018,April,0,0
2015-04-12,46,1057902,134.08,1026,8,2015,April,0,0
2012-12-23,30,761891,87.56,1498,8,2012,December,0,0
2019-06-16,3,692218.5,97.4,998,8,2019,June,0,1
2015-11-22,26,1450763,135.14,1321,8,2015,November,1,0
2012-09-02,14,964326,99.73,1195,8,2012,September,0,0
2019-04-21,47,768765.75,102.38,960,8,2019,April,0,0
2019-04-21,47,1360359,138.05,1225,8,2019,April,0,0
2015-06-07,2,639044,97.34,1228,8,2015,June,0,1
2013-11-24,26,1255847,119.32,1507,8,2013,November,1,0
2014-01-12,33,1709586,195.34,1066,8,2014,January,0,0
2015-09-27,18,675925,85.42,1409,8,2015,September,0,0
2010-08-15,12,1093510,88.62,1747,8,2010,August,0,0
2014-11-30,27,309103,77.7,1068,7,2014,November,1,0
2015-11-15,25,396719,49.95,1896,8,2015,November,0,0
2015-11-29,27,2048348,150.25,1727,8,2015,November,1,0
2017-04-09,46,1535712.5,112.1,1727,8,2017,April,0,0
2014-07-27,9,1640549,187.45,1066,8,2014,July,0,0
2014-05-18,51,776136,99.4,1228,8,2014,May,0,0
2017-05-21,52,1730401,117.42,1867,8,2017,May,0,0
2016-08-07,11,656563,89.89,1626,8,2016,August,0,0
2016-12-18,30,1236741.5,131.34,1228,8,2016,December,0,0
2018-07-22,8,2225761,171.53,1622,8,2018,July,0,0
2012-08-26,13,814822,78.52,1755,8,2012,August,0,0
2012-03-04,40,1493754,170.68,1066,8,2012,March,0,0
2014-10-12,20,940451,106.66,1228,8,2014,October,0,0
2010-04-11,46,306657,63.2,1078,8,2010,April,0,0
2019-09-29,18,700634.05,85.22,1225,8,2019,September,0,0
2015-10-04,19,488848,85.09,907,8,2015,October,0,0
2016-01-31,36,1039910.4,88.15,1707,8,2016,January,0,0
2015-05-10,50,208078,52.57,901,8,2015,May,0,0
2016-01-10,33,770314.73,83.5,1605,8,2016,January,0,0
2017-01-01,32,1172090.5,127.51,1051,9,2017,January,1,0
2018-04-01,45,710184.4,88.77,1044,8,2018,April,0,0
2018-11-18,25,598762.3,120.16,774,8,2018,November,0,0
2015-11-29,27,970795,135.06,1026,8,2015,November,1,0
2011-12-25,30,1084769,112.42,1424,7,2011,December,0,0
2016-11-27,27,599538.11,97.71,1051,8,2016,November,1,0
2018-06-03,1,651540.33,87.47,1080,8,2018,June,0,1
2016-10-23,22,545027.5,86.7,911,8,2016,October,0,0
2018-11-11,24,645363.8,120.76,774,8,2018,November,0,0
2016-02-14,38,503401.7,91.71,740,8,2016,February,0,0
2015-11-29,27,211795,70.91,772,8,2015,November,1,0
2017-12-17,30,962223.5,97.69,1605,8,2017,December,0,0
2017-02-19,39,1100060.76,137.83,984,8,2017,February,0,0
2014-07-06,6,625635,69.4,1516,8,2014,July,0,0
2011-05-01,49,461825,91.98,1356,8,2011,May,0,0
2017-08-27,14,1477796,110.8,1727,8,2017,August,0,0
2019-05-26,52,1129637.1,130.5,1047,8,2019,May,0,0
2013-06-09,2,591160,81.08,1439,8,2013,June,0,1
2010-02-07,37,802066,92.98,1079,8,2010,February,0,0
2012-11-25,26,1125470,91.96,1605,8,2012,November,1,0
2018-11-18,25,603914.8,89.94,1143,8,2018,November,0,0
2011-06-19,3,299796,47.38,997,8,2011,June,0,1
2018-12-23,30,3612858,335.92,1321,8,2018,December,0,0
2018-08-26,13,1155322,123.91,1168,8,2018,August,0,0
2013-01-13,33,822822,92.34,1195,8,2013,January,0,0
2014-05-25,52,277233,65.35,644,8,2014,May,0,0
2019-11-24,26,1585415,117,1807,8,2019,November,1,0
2014-12-28,31,2903309,178.59,1809,9,2014,December,1,0
2014-10-12,20,766485,86.3,1166,8,2014,October,0,0
2011-01-09,33,960485,86.82,1448,8,2011,January,0,0
2017-09-24,18,565016,77.38,1168,8,2017,September,0,0
2019-08-25,13,958845.2,88.23,1605,8,2019,August,0,0
2014-04-27,48,1015673,124.41,1026,8,2014,April,0,0
2013-08-18,12,980547,95.98,1751,8,2013,August,0,0
2012-12-30,31,396424,72.85,972,8,2012,December,1,0
2012-06-17,3,655364,82.18,1335,8,2012,June,0,1
2019-10-20,21,2195338.32,188.01,1435,8,2019,October,0,0
2015-05-03,49,418702,99.62,1007,6,2015,May,0,0
2019-01-06,32,727235.5,125.86,696,8,2019,January,1,0
2019-01-27,35,1053372.08,148.74,1015,7,2019,January,0,0
2011-12-04,27,513769,96.63,1076,8,2011,December,1,0
2015-04-05,45,493136,90.42,1007,7,2015,April,0,0
2012-10-28,22,466187,81.82,1079,8,2012,October,0,0
2012-01-22,34,915982,101.14,1228,8,2012,January,0,0
2014-11-09,24,815750,119.95,907,8,2014,November,0,0
2013-02-03,36,756383,87.99,1195,8,2013,February,0,0
2010-07-04,6,959230,104.63,1228,8,2010,July,0,0
2013-02-03,36,723431,98.41,1384,8,2013,February,0,0
2014-08-10,11,665229,70.34,1630,8,2014,August,0,0
2013-02-17,38,1795279,133.94,1677,8,2013,February,0,0
2019-02-17,38,1966141,144.94,1696,8,2019,February,0,0
2011-10-23,21,733874,75.56,1519,8,2011,October,0,0
2019-09-01,14,918349.9,89.63,1602,8,2019,September,0,0
2010-10-10,20,1002902,95.2,1470,8,2010,October,0,0
2014-03-30,44,737384,95.76,1228,8,2014,March,0,0
2014-05-04,49,439851,84.93,1059,8,2014,May,0,0
2012-12-16,29,1866094,138.72,1809,8,2012,December,0,0
2016-10-23,22,347331.42,87.44,755,8,2016,October,0,0
2017-12-17,30,2336750,172.9,1696,8,2017,December,0,0
2016-12-25,31,2128859,182.22,1696,7,2016,December,1,0
2014-01-19,34,1750313,199.99,1066,8,2014,January,0,0
2010-10-31,23,631057,103.1,804,8,2010,October,0,0
2010-12-26,31,614835,91.55,1030,7,2010,December,1,0
2015-05-17,51,775421,121.31,802,8,2015,May,0,0
2018-09-09,15,1146471,88.48,1727,8,2018,September,1,0
2017-06-25,5,1110011.9,91.68,1605,8,2017,June,1,1
2017-02-26,40,3133414.5,291.37,1321,8,2017,February,0,0
2017-01-29,36,1095396.15,122.23,1138,8,2017,January,0,0
2011-01-09,33,628628,81.17,997,8,2011,January,0,0
2010-01-24,35,344852,62.86,772,8,2010,January,0,0
2017-01-08,33,442766.6,94.13,770,8,2017,January,0,0
2018-12-16,29,698843.6,94.99,1424,8,2018,December,0,0
2013-08-25,13,1635009,142.42,1424,8,2013,August,0,0
2012-01-01,31,716511,77.69,1367,9,2012,January,1,0
2016-09-25,18,1789056,133.95,1696,8,2016,September,0,0
2015-06-28,5,848378,107.66,1073,8,2015,June,1,1
2010-05-09,50,339546,75.12,999,8,2010,May,0,0
2016-08-28,14,1079998.6,96.49,1409,8,2016,August,0,0
2016-04-17,47,755681.6,85.94,1605,8,2016,April,0,0
2013-07-28,9,1079397,134.56,990,8,2013,July,0,0
2014-01-12,33,642019,77.7,1751,8,2014,January,0,0
2018-02-18,39,800160.1,78.59,1610,8,2018,February,0,0
2016-08-07,11,1790486.5,123.71,1727,9,2016,August,0,0
2014-07-13,7,866511,93.94,1507,8,2014,July,0,0
2010-01-03,32,303165,63.45,991,8,2010,January,1,0
2015-05-10,50,1701798,148.24,1700,7,2015,May,0,0
2012-12-16,29,259917,83.44,782,7,2012,December,0,0
2015-03-15,42,410732,74.49,1150,8,2015,March,0,0
2018-08-26,13,1105741.5,128.16,1047,8,2018,August,0,0
2019-06-16,3,1526764.5,111.13,1727,8,2019,June,0,1
2019-03-03,40,1157167.2,85.63,1727,8,2019,March,0,0
2013-06-30,5,390725,87.1,916,8,2013,June,1,1
2010-07-18,8,1272985,115.97,1519,8,2010,July,0,0
2011-11-27,26,501005,101.54,761,8,2011,November,1,0
2015-04-19,47,624330,101.5,907,8,2015,April,0,0
2019-11-17,25,2155181.5,205.96,1302,8,2019,November,0,0
2016-05-15,51,424525,76.62,1014,8,2016,May,0,0
2013-01-06,32,258795,83.08,780,7,2013,January,1,0
2010-10-03,19,982542,93.18,1421,8,2010,October,0,0
2017-12-03,28,870728.2,140.8,774,6,2017,December,0,0
2013-10-27,22,393636,90.1,583,8,2013,October,0,0
2015-10-18,21,947670,94.12,1586,8,2015,October,0,0
2014-09-14,16,1555886,178,1066,8,2014,September,0,0
2010-08-22,13,534347,77.97,1080,8,2010,August,0,0
2013-05-26,52,1174102,90.85,1605,8,2013,May,0,0
2017-04-30,49,292343.3,70.72,659,8,2017,April,0,0
2015-01-18,34,1684664,117.73,1809,8,2015,January,0,0
2013-08-11,11,2053281,131.5,1809,9,2013,August,0,0
2014-04-27,48,1258537,113.39,1409,8,2014,April,0,0
2014-11-30,27,1354791,169.31,1069,8,2014,November,1,0
2010-12-12,29,1074410,129.87,1152,7,2010,December,0,0
2011-07-17,7,1863700,128.9,1809,8,2011,July,0,0
2011-09-11,15,943131,114.99,1069,8,2011,September,1,0
2018-07-01,5,1153171.65,135.06,1046,8,2018,July,1,0
2019-06-02,1,788290.6,103.57,1380,8,2019,June,0,1
2011-06-05,1,742624,90.06,1026,8,2011,June,0,1
2013-06-30,5,347934,64.02,1113,8,2013,June,1,1
2015-12-06,28,281084,53.24,1071,8,2015,December,0,0
2015-08-09,11,967336,102.52,1170,8,2015,August,0,0
2015-10-25,22,744129,85.8,1409,8,2015,October,0,0
2011-03-06,41,261464,52.93,650,5,2011,March,0,0
2013-05-19,51,842272,77.6,1708,8,2013,May,0,0
2012-11-11,24,324636,91.81,782,7,2012,November,0,0
2016-04-17,47,927363.06,121.35,1026,8,2016,April,0,0
2015-09-27,18,601777,82.81,1080,8,2015,September,0,0
2012-04-01,44,803872,108.38,1069,8,2012,April,0,0
2019-09-29,18,837078.5,79.24,1684,8,2019,September,0,0
2010-07-18,8,240329,63.13,1058,8,2010,July,0,0
2010-04-11,46,478534,72.34,1030,8,2010,April,0,0
2016-01-24,35,325571.78,68.93,1021,6,2016,January,0,0
2011-04-24,48,1014228,116.1,1066,8,2011,April,0,0
2014-01-05,32,542803,112.27,778,8,2014,January,1,0
2013-02-24,39,1022585,75.83,1797,8,2013,February,0,0
2011-12-18,29,616331,79.44,1470,8,2011,December,0,0
2019-10-20,21,723031.5,106.19,1036,8,2019,October,0,0
2013-09-22,17,603095,82.13,1080,8,2013,September,0,0
2012-04-15,46,280779,78.28,906,8,2012,April,0,0
2010-09-19,17,913386,90.49,1421,8,2010,September,0,0
2017-06-11,3,662449.45,86.56,1080,8,2017,June,0,1
2019-06-16,3,603899.2,86.78,1080,8,2019,June,0,1
2012-07-15,7,955638,101.02,1228,8,2012,July,0,0
2019-12-22,30,1361078,183.21,918,8,2019,December,0,0
2013-08-25,13,966952,90.33,1930,8,2013,August,0,0
2018-04-22,48,853774.46,135.61,787,8,2018,April,0,0
2010-09-05,15,639698,89.23,931,8,2010,September,1,0
2017-05-28,1,895880.94,117.54,1026,8,2017,May,0,0
2012-01-29,35,654734,69.82,1605,8,2012,January,0,0
2018-12-02,27,652184.3,96.06,1143,8,2018,December,1,0
2016-05-29,1,443292.5,73.49,1044,8,2016,May,0,0
2015-07-05,6,1382123,157.94,1066,8,2015,July,0,0
2016-01-10,33,554435,81.78,1018,8,2016,January,0,0
2017-03-19,43,1996381,147.4,1696,8,2017,March,0,0
2010-07-11,7,537854,77.67,1030,8,2010,July,0,0
2017-07-23,9,786774.5,86.6,1375,8,2017,July,0,0
2014-01-05,32,544066,95.05,907,7,2014,January,1,0
2018-12-23,30,1586946.02,136.29,1435,8,2018,December,0,0
2012-06-03,1,491602,65.72,1470,8,2012,June,0,1
2015-03-01,40,474672,78.71,1080,8,2015,March,0,0
2010-02-07,37,780082,74.01,1697,8,2010,February,0,0
2017-12-31,32,720905.1,105.09,1004,7,2017,December,1,0
2017-06-18,4,3038936,282.61,1321,8,2017,June,1,1
2015-03-29,44,642467,99.31,907,8,2015,March,0,0
2018-12-23,30,854240.6,108.32,1143,8,2018,December,0,0
2014-08-17,12,2026702,128.51,1862,9,2014,August,0,0
2013-03-10,41,1107158,92.47,1484,8,2013,March,0,0
2014-06-22,4,1425001,133.34,1422,8,2014,June,1,1
2013-01-13,33,359201,62.45,1004,8,2013,January,0,0
2015-11-08,24,1016469,128.6,1026,8,2015,November,0,0
2011-11-27,26,1472987,153.21,1176,8,2011,November,1,0
2010-11-14,25,848045,121.69,1152,6,2010,November,0,0
2016-05-01,49,714405.44,93.4,1424,8,2016,May,0,0
2012-01-01,31,600422,102.48,804,9,2012,January,1,0
2012-09-02,14,649776,94.02,1063,8,2012,September,0,0
2010-10-24,22,729821,73.31,1697,8,2010,October,0,0
2015-11-29,27,306496,58.85,1071,8,2015,November,1,0
2013-03-31,44,1703714,194.67,1066,8,2013,March,0,0
2010-11-07,24,882431,114.19,1152,1,2010,November,0,0
2017-08-27,14,650415.55,82.77,1228,8,2017,August,0,0
2018-04-29,49,1040754.58,88.2,1605,8,2018,April,0,0
2015-03-08,41,1148004,83.86,1723,8,2015,March,0,0
2010-07-04,6,1164529,132.65,1079,8,2010,July,0,0
2019-08-18,12,476328,104.43,651,8,2019,August,0,0
2014-07-20,8,686693,78.7,1630,8,2014,July,0,0
2017-02-26,40,899064.3,112.34,1045,8,2017,February,0,0
2011-05-08,50,437657,88.4,1356,8,2011,May,0,0
2019-05-12,50,989567,116.6,1046,8,2019,May,0,0
2018-01-28,36,809403.3,75.15,1610,8,2018,January,0,0
2019-03-24,43,712017.3,96.73,1045,8,2019,March,0,0
2017-04-23,48,1214891.4,152.05,984,8,2017,April,0,0
2015-07-12,7,1088662,91.89,1667,8,2015,July,0,0
2016-02-21,39,977197.82,89.87,1707,8,2016,February,0,0
2015-10-25,22,1075201,132.35,1026,8,2015,October,0,0
2015-12-06,28,318741,84.08,639,8,2015,December,0,0
2013-12-15,29,1134137,148.27,1469,6,2013,December,0,0
2014-09-14,16,659092,77.71,1166,8,2014,September,0,0
2017-01-29,36,1511001,100.43,1926,8,2017,January,0,0
2010-02-21,39,401766,68.05,1078,8,2010,February,0,0
2013-07-07,6,739280,95.19,1059,8,2013,July,0,0
2012-08-26,13,1690150,132.31,1809,8,2012,August,0,0
2011-09-25,17,1269403,97.8,1930,8,2011,September,0,0
2011-10-09,19,998448,116.75,1069,8,2011,October,0,0
2012-09-09,15,979937,120.31,1058,8,2012,September,1,0
2018-04-08,46,1239523,145.35,1046,8,2018,April,0,0
2015-02-15,38,1586692,126.1,1809,8,2015,February,0,0
2013-03-10,41,864609,77.35,1605,8,2013,March,0,0
2018-09-09,15,195896,57.92,955,8,2018,September,1,0
2011-10-16,20,786028,80.06,1470,8,2011,October,0,0
2012-06-10,2,845343,100.43,1058,8,2012,June,0,1
2014-11-16,25,1328493,100.36,1723,8,2014,November,0,0
2011-06-26,4,439351,76.98,997,8,2011,June,1,1
2012-11-18,25,321666,84.21,782,7,2012,November,0,0
2014-12-28,31,1285105,116.16,1507,8,2014,December,1,0
2014-12-07,28,1919765,155.32,1700,8,2014,December,0,0
2012-08-12,11,506211,83.37,1069,8,2012,August,0,0
2013-09-08,15,686831,80.19,1751,8,2013,September,1,0
2011-05-01,49,757653,78.17,1422,8,2011,May,0,0
2012-04-22,47,166557,50.5,804,8,2012,April,0,0
2015-06-28,5,2120670,155.9,1700,8,2015,June,1,1
2017-11-26,27,523957.75,98.66,854,8,2017,November,1,0
2015-11-29,27,1261413,114.31,1626,8,2015,November,1,0
2010-03-21,43,612180,81.17,1080,8,2010,March,0,0
2010-10-03,19,1266452,109.49,1677,8,2010,October,0,0
2016-05-29,1,728530.8,80.32,1667,8,2016,May,0,0
2011-03-06,41,430503,74.24,1080,8,2011,March,0,0
2018-11-25,26,446544,76.63,854,8,2018,November,1,0
2017-10-01,19,1193980.5,137.63,1066,8,2017,October,0,0
2014-03-09,41,409353,77.15,907,8,2014,March,0,0
2013-12-01,27,1289324,153.05,1053,8,2013,December,1,0
2015-05-17,51,1001947,119.62,1047,8,2015,May,0,0
2014-07-13,7,2151409,160.75,1700,8,2014,July,0,0
2019-02-10,37,1742668,129.13,1696,8,2019,February,0,0
2016-11-20,26,538271,85.1,998,8,2016,November,1,0
2017-11-12,25,897895.6,93.79,1496,8,2017,November,0,0
2014-11-23,26,727159,101.96,1228,8,2014,November,1,0
2019-05-05,49,428622.5,95.55,637,8,2019,May,0,0
2011-06-19,3,244665,47.36,1035,8,2011,June,0,1
2011-11-13,24,1502779,109.4,1930,8,2011,November,0,0
2011-04-03,45,384942,88.35,804,7,2011,April,0,0
2013-01-06,32,509381,75.17,1045,8,2013,January,1,0
2011-04-17,47,477410,94,1356,8,2011,April,0,0
2010-07-11,7,644814,92.94,1057,8,2010,July,0,0
2010-10-17,21,268568,47.8,1071,8,2010,October,0,0
2016-03-06,41,534605.9,71.77,1409,8,2016,March,0,0
2015-12-20,30,342171,75.04,1057,8,2015,December,0,0
2013-10-20,21,447953,79.72,1319,8,2013,October,0,0
2018-05-27,53,878368,98.6,1422,7,2018,May,0,0
2010-05-16,51,992252,113.01,1079,8,2010,May,0,0
2016-07-17,8,337557.45,80.54,753,8,2016,July,0,0
2010-04-04,45,344081,64.77,772,8,2010,April,0,0
2013-02-17,38,929435,84.23,1605,8,2013,February,0,0
2011-06-12,2,785948,80.5,1498,8,2011,June,0,1
2018-10-21,21,1001995.44,90.25,1605,8,2018,October,0,0
2019-06-23,4,544343,90.14,1026,8,2019,June,1,1
2017-10-22,22,1666830.6,208.69,984,8,2017,October,0,0
2014-01-26,35,1660267,189.7,1066,8,2014,January,0,0
2011-01-02,32,1404356,94.66,1448,11,2011,January,1,0
2013-10-20,21,1278480,118.67,1432,8,2013,October,0,0
2012-04-08,45,581442,87.46,1026,8,2012,April,0,0
2010-03-14,42,236564,46.23,772,8,2010,March,0,0
2018-03-11,42,1654007.6,208.73,984,8,2018,March,0,0
2015-01-25,35,820145,103.95,1018,8,2015,January,0,0
2017-10-15,21,1251158,144.03,1066,8,2017,October,0,0
2018-11-11,24,178137.5,26.9,1073,1,2018,November,0,0
2013-07-07,6,852703,94.73,1228,8,2013,July,0,0
2011-02-13,38,648616,67.85,1615,8,2011,February,0,0
2011-01-16,34,456566,74.85,1214,8,2011,January,0,0
2018-04-22,48,1163172.5,134.47,1047,8,2018,April,0,0
2018-06-03,1,1854648,121.69,1926,8,2018,June,0,1
2010-03-28,44,176622,43.51,916,8,2010,March,0,0
2019-06-16,3,649112,107.66,960,8,2019,June,0,1
2017-12-10,29,2305294,170.52,1696,8,2017,December,0,0
2013-10-13,20,128256,30.52,702,8,2013,October,0,0
2015-01-25,35,609270,72.61,1409,8,2015,January,0,0
2018-06-10,2,510088.5,78.77,1626,8,2018,June,0,1
2013-09-22,17,660873,96.13,1059,8,2013,September,0,0
2013-03-24,43,358395,70.65,787,8,2013,March,0,0
2011-06-26,4,438913,64.58,1141,8,2011,June,1,1
2014-11-23,26,1372657,99.92,1723,8,2014,November,1,0
2014-09-28,18,381328,51.64,1073,1,2014,September,0,0
2011-01-09,33,1114050,134.79,1152,7,2011,January,0,0
2015-01-04,32,2224280,225.91,1066,9,2015,January,1,0
2011-06-12,2,263523,54.08,1058,8,2011,June,0,1
2014-05-25,52,890024,88.2,1630,8,2014,May,0,0
2016-05-22,52,1033513.26,85.64,1605,8,2016,May,0,0
2014-01-05,32,834442,104.58,1059,8,2014,January,1,0
2017-01-01,32,2022136.11,147.64,1523,9,2017,January,1,0
